exp_id,Time,year,month,date,hour,minute,seconds,id,Activity,MentalActivity,HeartRate,age,Gender,Handedness,mood,fresh,hunger,H_since_Sleep,H_since_Eat
6k3sjq,Fri Sep 09 2022 14:21:26 GMT+0200 (Centraleuropæisk sommertid),2022,9,9,14,21,26,rex13,"Working, Studying",Inner voice,66,24,male,right,40,42,10,6,5
7dtycg,Sun Sep 25 2022 21:58:25 GMT+0200 (Centraleuropæisk sommertid),2022,9,25,21,58,25,rex13,"Sleeping, Resting",Inner voice,63,24,male,right,40,11,100,13,2
7gfx2e,Sun Sep 11 2022 02:16:33 GMT+0200 (Centraleuropæisk sommertid),2022,9,11,2,16,33,rex13,Commuting,Sensory awareness,78,24,male,right,73,0,55,16,7
b7qmdd,Wed Sep 14 2022 11:28:08 GMT+0200 (Centraleuropæisk sommertid),2022,9,14,11,28,8,rex13,"Texting, Emailing, Social Networking",Inner voice,66,24,male,right,34,23,20,10,4
cbvz03,Thu Sep 08 2022 21:29:14 GMT+0200 (Centraleuropæisk sommertid),2022,9,8,21,29,14,rex13,Leisure,Inner voice,78,24,male,right,56,7,100,13,2
fx0z6y,Thu Sep 08 2022 16:29:22 GMT+0200 (Central European Summer Time),2022,9,8,16,29,22,rex13,"Working, Studying",Unsymbolized thinking,48,24,male,right,63,75,72,8,4
l52kpn,Mon Sep 19 2022 23:09:58 GMT+0200 (Centraleuropæisk sommertid),2022,9,19,23,9,58,rex13,Playing,Inner voice,54,24,male,right,37,13,50,16,4
lxq5d6,Fri Sep 23 2022 08:41:21 GMT+0200 (Centraleuropæisk sommertid),2022,9,23,8,41,21,rex13,Eating,Inner voice,60,24,male,right,32,15,32,0,0
nvw1cu,Wed Oct 05 2022 14:01:21 GMT+0200 (Centraleuropæisk sommertid),2022,10,5,14,1,21,rex13,Commuting,Inner voice,84,24,male,right,59,66,100,5,3
obpom8,Tue Sep 27 2022 20:06:09 GMT+0200 (Centraleuropæisk sommertid),2022,9,27,20,6,9,rex13,Commuting,Unsymbolized thinking,81,24,male,right,60,39,100,12,3
oeq2es,Fri Oct 07 2022 08:26:48 GMT+0200 (Centraleuropæisk sommertid),2022,10,7,8,26,48,rex13,Eating,Inner voice,69,24,male,right,37,13,99,0,0
qqsmtz,Tue Sep 13 2022 14:12:00 GMT+0200 (Centraleuropæisk sommertid),2022,9,13,14,12,0,rex13,"Working, Studying",Unsymbolized thinking,63,24,male,right,36,22,33,5,4
r1hnh8,Fri Sep 09 2022 08:38:17 GMT+0200 (Centraleuropæisk sommertid),2022,9,9,8,38,17,rex13,"Sleeping, Resting",Inner voice,66,24,male,right,50,30,50,0,13
ykuw0t,Sat Sep 10 2022 19:30:24 GMT+0200 (Centraleuropæisk sommertid),2022,9,10,19,30,24,rex13,Commuting,Inner voice,90,24,male,right,36,16,100,9,0
6o1gkh,Thu Sep 08 2022 16:31:26 GMT+0200 (Midden-Europese zomertijd),2022,9,8,16,31,26,ufo88,"Working, Studying",Sensory awareness,69,22,female,right,78,50,66,9,1
0hzv9t,Fri Sep 23 2022 08:16:22 GMT+0200 (CEST),2022,9,23,8,16,22,woo55,Listening to music,Unsymbolized thinking,72,23,female,right,73,35,100,2,1
1ras6b,Fri Sep 09 2022 06:41:46 GMT+0200 (CEST),2022,9,9,6,41,46,woo55,"Sleeping, Resting",Feelings,69,NA,female,right,31,7,28,0,6
oy40tb,Tue Nov 15 2022 23:32:44 GMT+0100 (CET),2022,11,15,23,32,44,Woo55,"Texting, Emailing, Social Networking",Unsymbolized thinking,81,23,female,right,63,6,100,15,0
tr2c6e,Sat Sep 24 2022 14:21:56 GMT+0200 (CEST),2022,9,24,14,21,56,woo55,"Working, Studying",Inner voice,78,23,female,right,66,65,100,3,1
wchp94,Sat Sep 10 2022 13:49:43 GMT+0200 (Central European Summer Time),2022,9,10,13,49,43,woo55,Listening to music,Unsymbolized thinking,84,23,female,right,50,35,100,4,0
y84eat,Thu Sep 08 2022 16:29:02 GMT+0200 (Central European Summer Time),2022,9,8,16,29,2,woo55,"Working, Studying",Inner voice,75,23,female,right,60,29,44,0,1
7jhwhj,Mon Sep 12 2022 07:23:48 GMT+0200 (CEST),2022,9,12,7,23,48,www11,"Showering, Getting Ready",Inner voice,45,25,male,right,25,7,14,4,9
9lkeze,Sat Sep 10 2022 13:48:50 GMT+0200 (CEST),2022,9,10,13,48,50,www11,"Working, Studying",Inner voice,60,25,male,right,66,73,69,5,1
9ray0a,Tue Sep 13 2022 13:18:04 GMT+0200 (CEST),2022,9,13,13,18,4,www11,"Working, Studying",Inner voice,49,25,male,right,69,74,65,7,1
okrj10,Mon Sep 12 2022 15:30:26 GMT+0200 (CEST),2022,9,12,15,30,26,www11,Doing sport,Inner voice,66,25,male,right,67,38,68,8,1
r63jlw,Sat Sep 17 2022 18:08:33 GMT+0200 (CEST),2022,9,17,18,8,33,www11,Doing sport,Inner voice,68,25,male,right,75,87,77,8,1
tttbl4,Tue Sep 13 2022 20:35:52 GMT+0200 (CEST),2022,9,13,20,35,52,www11,Eating,Unsymbolized thinking,59,25,male,right,76,74,100,14,0
x2tnjl,Thu Sep 15 2022 08:10:48 GMT+0200 (CEST),2022,9,15,8,10,48,www11,"Sleeping, Resting",Inner voice,50,25,male,right,61,20,50,0,10
q96w19,Thu Sep 08 2022 19:12:57 GMT+0200 (CEST),2022,9,8,19,12,57,www111,"Working, Studying",Inner voice,46,25,male,right,55,76,12,13,4
cdmfer,Sat Sep 24 2022 19:29:26 GMT+0200 (CEST),2022,9,24,19,29,26,www12,Cooking,Inner voice,49,25,male,right,83,73,6,13,4
fgh8pr,Sat Sep 24 2022 11:01:18 GMT+0200 (CEST),2022,9,24,11,1,18,www12,Drinking,Inner voice,52,25,male,right,76,67,26,3,2
lkq4f9,Thu Sep 22 2022 22:11:05 GMT+0200 (CEST),2022,9,22,22,11,5,www12,"Sleeping, Resting",Inner voice,52,25,male,right,66,20,88,15,0
qv1p3q,Sun Sep 25 2022 19:56:41 GMT+0200 (CEST),2022,9,25,19,56,41,www12,Other,Inner voice,56,25,male,right,52,61,69,12,2
1xkgpp,Fri Sep 09 2022 06:40:38 GMT+0200 (CEST),2022,9,9,6,40,38,www123,"Sleeping, Resting",Inner voice,48,25,male,right,50,15,57,0,8
d1a5vo,Thu Sep 08 2022 21:29:26 GMT+0200 (CEST),2022,9,8,21,29,26,www123,"Texting, Emailing, Social Networking",Inner voice,51,25,male,right,52,31,64,15,2
19euj6,Tue Nov 01 2022 11:23:02 GMT+0100 (CET),2022,11,1,11,23,2,yfg54,"Working, Studying",Inner voice,72,23,female,right,83,60,24,5,4
2et04f,Wed Oct 05 2022 22:45:08 GMT+0200 (CEST),2022,10,5,22,45,8,yfg54,Being on the Internet,Unsymbolized thinking,57,23,female,right,65,26,50,16,1
39jzwo,Mon Sep 26 2022 06:38:59 GMT+0200 (CEST),2022,9,26,6,38,59,yfg54,Doing sport,Inner voice,155,23,female,right,81,79,32,1,8
55ey4n,Tue Sep 13 2022 13:02:42 GMT+0200 (CEST),2022,9,13,13,2,42,yfg54,Doing sport,Unsymbolized thinking,147,23,female,right,100,77,72,5,1
5h4e0l,Sat Sep 10 2022 13:48:36 GMT+0200 (CEST),2022,9,10,13,48,36,yfg54,Housework,Sensory awareness,105,23,female,right,68,66,35,7,0
7zr1jf,Fri Oct 07 2022 23:56:39 GMT+0200 (CEST),2022,10,7,23,56,39,yfg54,Drinking,Unsymbolized thinking,90,23,female,right,77,63,37,18,4
80hkpf,Sat Nov 19 2022 13:51:25 GMT+0100 (CET),2022,11,19,13,51,25,yfg54,"Working, Studying",Inner voice,75,23,female,right,76,65,38,6,4
8pj737,Sat Oct 29 2022 07:37:41 GMT+0200 (CEST),2022,10,29,7,37,41,yfg54,"Sleeping, Resting",Inner voice,66,23,female,right,71,18,38,0,9
a1gemx,Thu Sep 15 2022 19:59:24 GMT+0200 (CEST),2022,9,15,19,59,24,yfg54,Shopping,Sensory awareness,87,23,female,right,81,63,5,13,4
bwvz21,Wed Sep 28 2022 12:27:26 GMT+0200 (CEST),2022,9,28,12,27,26,yfg54,"Showering, Getting Ready",Unsymbolized thinking,69,23,female,right,69,62,76,5,1
byv9ae,Tue Sep 13 2022 14:11:04 GMT+0200 (CEST),2022,9,13,14,11,4,yfg54,Leisure,Inner voice,75,23,female,right,100,95,77,6,2
d9oq17,Sat Nov 12 2022 14:18:13 GMT+0100 (CET),2022,11,12,14,18,13,yfg54,Housework,Inner voice,90,23,female,right,92,67,31,6,1
dgtv6r,Mon Sep 12 2022 07:22:21 GMT+0200 (CEST),2022,9,12,7,22,21,yfg54,"Texting, Emailing, Social Networking",Inner voice,72,23,female,right,73,66,82,0,9
dyoktd,Sun Oct 16 2022 17:20:21 GMT+0200 (CEST),2022,10,16,17,20,21,yfg54,Being on the Internet,Sensory awareness,63,23,female,right,63,75,47,11,2
ekhwc8,Sun Oct 23 2022 10:29:37 GMT+0200 (CEST),2022,10,23,10,29,37,yfg54,Commuting,Inner voice,72,23,female,right,63,21,26,6,2
f2dt1z,Fri Sep 09 2022 06:19:29 GMT+0200 (CEST),2022,9,9,6,19,29,yfg54,"Sleeping, Resting",Inner seeing,69,23,female,right,17,39,52,0,7
fbkju6,Fri Nov 18 2022 08:18:23 GMT+0100 (CET),2022,11,18,8,18,23,yfg54,"Sleeping, Resting",Inner voice,57,23,female,right,73,65,30,1,12
g67hu4,Mon Nov 14 2022 07:20:13 GMT+0100 (CET),2022,11,14,7,20,13,yfg54,"Showering, Getting Ready",Inner voice,81,23,female,right,71,35,18,0,11
gnlgfs,Thu Sep 08 2022 16:37:27 GMT+0200 (CEST),2022,9,8,16,37,27,yfg54,"Working, Studying",Inner voice,102,23,female,right,80,91,98,7,0
j1zv4r,Wed Oct 19 2022 07:58:25 GMT+0200 (CEST),2022,10,19,7,58,25,yfg54,Commuting,Inner voice,96,23,female,right,40,69,63,1,0
kf9ytx,Fri Oct 21 2022 11:40:01 GMT+0200 (CEST),2022,10,21,11,40,1,yfg54,Watching TV,Inner voice,66,23,female,right,83,75,36,5,1
klxb47,Wed Oct 12 2022 21:40:41 GMT+0200 (CEST),2022,10,12,21,40,41,yfg54,Doing sport,Sensory awareness,131,23,female,right,61,40,47,14,0
onrjpl,Fri Oct 07 2022 08:28:12 GMT+0200 (CEST),2022,10,7,8,28,12,yfg54,Commuting,Inner voice,99,23,female,right,86,50,70,2,0
sos1q9,Sat Oct 08 2022 19:32:28 GMT+0200 (CEST),2022,10,8,19,32,28,yfg54,Watching TV,Sensory awareness,75,23,female,right,82,60,100,9,0
sr8zdr,Mon Oct 17 2022 18:15:53 GMT+0200 (CEST),2022,10,17,18,15,53,yfg54,Cooking,Unsymbolized thinking,84,23,female,right,72,68,84,11,0
t5y61x,Sun Nov 13 2022 23:16:19 GMT+0100 (CET),2022,11,13,23,16,19,yfg54,"Sleeping, Resting",Inner voice,57,23,female,right,77,27,69,15,3
tu6fam,Fri Oct 14 2022 21:38:24 GMT+0200 (CEST),2022,10,14,21,38,24,yfg54,Cooking,Unsymbolized thinking,87,23,female,right,81,62,34,15,0
tvbyqn,Tue Oct 11 2022 22:16:12 GMT+0200 (CEST),2022,10,11,22,16,12,yfg54,Being on the Internet,Unsymbolized thinking,60,23,female,right,65,12,66,16,2
ujuudg,Wed Sep 14 2022 11:29:57 GMT+0200 (CEST),2022,9,14,11,29,57,yfg54,Chatting,Inner voice,81,23,female,right,85,98,38,4,3
vfeq45,Mon Sep 12 2022 11:13:08 GMT+0200 (CEST),2022,9,12,11,13,8,yfg54,Chatting,Sensory awareness,78,23,female,right,100,89,63,4,3
woqo13,Thu Oct 13 2022 14:06:22 GMT+0200 (CEST),2022,10,13,14,6,22,yfg54,Chatting,Inner voice,66,23,female,right,67,71,53,7,1
x3rsx1,Wed Nov 09 2022 22:08:52 GMT+0100 (CET),2022,11,9,22,8,52,yfg54,Playing,Inner voice,75,23,female,right,74,58,92,15,0
